 ,Area,StdDev,Min,Max,Perim.,Circ.,AR,Round,Solidity
652,16.821,0,255,255,15.079,0.930,1.063,0.940,0.936
653,16.975,0,255,255,15.865,0.848,1.099,0.910,0.896
654,11.574,0,255,255,13.182,0.837,1.061,0.943,0.893
655,21.373,0,255,255,18.452,0.789,1.057,0.946,0.891
656,17.361,0,255,255,15.635,0.893,1.150,0.870,0.918
657,26.003,0,255,255,19.888,0.826,1.092,0.916,0.905
658,16.127,0,255,255,17.099,0.693,2.198,0.455,0.965
659,14.352,0,255,255,15.281,0.772,1.135,0.881,0.896
660,16.975,0,255,255,17.666,0.684,1.040,0.962,0.837
661,41.281,0,255,255,27.380,0.692,1.096,0.912,0.851
662,14.815,0,255,255,15.242,0.801,1.318,0.759,0.906
663,26.157,0,255,255,19.726,0.845,1.111,0.900,0.904
664,15.201,0,255,255,14.754,0.878,1.333,0.750,0.929
665,22.299,0,255,255,18.356,0.832,1.058,0.946,0.891
666,16.049,0,255,255,15.472,0.843,1.115,0.897,0.920
667,20.370,0,255,255,18.749,0.728,1.121,0.892,0.857
668,17.670,0,255,255,17.111,0.758,1.124,0.889,0.859
669,15.432,0,255,255,19.535,0.508,1.391,0.719,0.816
670,23.071,0,255,255,18.614,0.837,1.109,0.902,0.897
671,18.287,0,255,255,15.702,0.932,1.174,0.852,0.931
672,35.725,0,255,255,23.194,0.835,1.142,0.876,0.904
673,29.861,0,255,255,20.741,0.872,1.045,0.957,0.915
674,29.707,0,255,255,20.972,0.849,1.295,0.772,0.916
675,14.043,0,255,255,14.686,0.818,1.094,0.914,0.894
676,30.324,0,255,255,21.853,0.798,1.090,0.918,0.899
677,17.207,0,255,255,18.873,0.607,1.514,0.660,0.662
678,5.401,0,255,255,11.151,0.546,3.827,0.261,0.886
679,6.636,0,255,255,11.381,0.644,2.744,0.364,0.935
680,7.099,0,255,255,12.329,0.587,2.808,0.356,0.818
681,5.247,0,255,255,11.516,0.497,2.190,0.457,0.720
682,126.543,0,255,255,105.893,0.142,20.147,0.050,0.876
