 ,Area,StdDev,Min,Max,Perim.,Circ.,AR,Round,Solidity
104,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
105,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
106,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
107,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
108,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
109,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
110,41.612,0,255,255,22.807,1.000,1.468,0.681,0.800
111,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
112,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
113,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
114,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
115,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
116,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
117,124.837,0,255,255,44.831,0.781,1.216,0.822,0.727
118,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
119,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
120,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
121,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
122,124.837,0,255,255,58.515,0.458,3.007,0.333,0.615
123,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
124,52.016,0,255,255,33.819,0.572,3.053,0.328,0.625
125,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
126,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
127,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
128,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
129,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
130,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
131,124.837,0,255,255,55.843,0.503,3.537,0.283,0.857
132,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
133,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
134,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
135,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
136,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
137,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
138,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
139,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
140,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
141,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
142,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
143,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
144,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
145,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
146,52.016,0,255,255,33.819,0.572,3.211,0.311,0.625
147,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
148,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
149,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
150,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
151,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
152,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
153,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
154,62.419,0,255,255,31.930,0.769,2.464,0.406,0.667
155,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
156,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
157,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
158,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
159,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
160,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
161,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
162,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
163,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
164,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
165,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
166,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
167,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
168,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
169,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
170,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
171,72.822,0,255,255,36.491,0.687,2.921,0.342,0.636
172,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
173,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
174,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
175,41.612,0,255,255,26.586,0.740,4.000,0.250,1.000
176,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
177,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
178,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
179,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
180,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
181,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
182,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
183,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
184,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
185,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
186,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
187,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
188,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
189,114.434,0,255,255,69.528,0.297,1.330,0.752,0.579
190,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
191,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
192,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
193,114.434,0,255,255,40.270,0.887,1.118,0.894,0.786
194,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
195,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
196,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
197,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
198,52.016,0,255,255,31.147,0.674,2.749,0.364,0.769
199,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
200,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
201,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
202,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
203,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
204,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
205,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
206,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
207,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
208,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
209,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
210,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
211,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
212,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
213,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
214,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
215,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
216,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
217,83.225,0,255,255,36.491,0.785,2.646,0.378,0.667
218,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
219,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
220,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
221,41.612,0,255,255,31.147,0.539,3.493,0.286,0.667
222,52.016,0,255,255,36.491,0.491,3.571,0.280,0.588
223,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
224,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
225,41.612,0,255,255,26.586,0.740,4.000,0.250,1.000
226,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
227,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
228,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
229,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
230,52.016,0,255,255,27.368,0.873,2.188,0.457,0.714
231,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
232,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
233,104.031,0,255,255,52.065,0.482,1.414,0.707,0.588
234,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
235,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
236,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
237,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
238,41.612,0,255,255,27.368,0.698,2.654,0.377,0.667
239,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
240,83.225,0,255,255,31.147,1.000,2.000,0.500,1.000
241,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
242,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
243,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
244,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
245,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
246,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
247,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
248,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
249,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
250,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
251,114.434,0,255,255,61.187,0.384,1.813,0.551,0.537
252,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
253,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
254,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
255,104.031,0,255,255,45.614,0.628,1.055,0.948,0.714
256,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
257,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
258,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
259,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
260,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
261,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
262,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
263,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
264,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
265,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
266,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
267,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
268,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
269,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
270,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
271,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
272,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
273,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
274,62.419,0,255,255,36.491,0.589,2.505,0.399,0.632
275,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
276,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
277,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
278,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
279,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
280,72.822,0,255,255,36.491,0.687,2.921,0.342,0.636
281,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
282,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
283,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
284,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
285,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
286,72.822,0,255,255,33.819,0.800,2.123,0.471,0.875
287,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
288,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
289,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
290,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
291,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
292,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
293,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
294,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
295,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
296,104.031,0,255,255,49.393,0.536,2.927,0.342,0.667
297,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
298,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
299,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
300,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
301,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
302,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
303,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
304,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
305,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
306,72.822,0,255,255,42.942,0.496,3.212,0.311,0.560
307,62.419,0,255,255,31.147,0.809,2.237,0.447,0.857
308,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
309,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
310,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
311,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
312,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
313,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
314,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
315,104.031,0,255,255,66.856,0.292,1.378,0.726,0.571
316,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
317,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
318,31.209,0,255,255,22.807,0.754,2.702,0.370,0.667
319,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
320,41.612,0,255,255,24.696,0.857,2.000,0.500,0.800
321,31.209,0,255,255,20.135,0.967,3.000,0.333,1.000
322,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
323,135.241,0,255,255,72.982,0.319,1.094,0.914,0.481
324,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
325,93.628,0,255,255,49.393,0.482,3.126,0.320,0.562
326,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
327,62.419,0,255,255,33.819,0.686,2.335,0.428,0.750
328,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
329,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
330,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
331,62.419,0,255,255,33.819,0.686,2.464,0.406,0.667
332,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
333,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
334,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
335,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
336,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
337,62.419,0,255,255,36.491,0.589,2.505,0.399,0.632
338,104.031,0,255,255,49.393,0.536,1.477,0.677,0.714
339,72.822,0,255,255,33.819,0.800,2.123,0.471,0.875
340,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
341,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
342,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
343,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
344,41.612,0,255,255,26.586,0.740,4.000,0.250,1.000
345,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
346,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
347,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
348,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
349,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
350,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
351,145.644,0,255,255,60.405,0.502,1.987,0.503,0.596
352,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
353,72.822,0,255,255,40.270,0.564,2.200,0.455,0.636
354,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
355,72.822,0,255,255,33.819,0.800,2.339,0.427,0.778
356,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
357,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
358,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
359,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
360,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
361,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
362,83.225,0,255,255,52.065,0.386,5.206,0.192,0.533
363,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
364,52.016,0,255,255,33.819,0.572,3.211,0.311,0.625
365,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
366,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
367,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
368,41.612,0,255,255,27.368,0.698,2.654,0.377,0.667
369,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
370,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
371,72.822,0,255,255,48.610,0.387,5.487,0.182,0.667
372,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
373,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
374,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
375,93.628,0,255,255,49.393,0.482,2.091,0.478,0.545
376,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
377,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
378,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
379,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
380,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
381,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
382,83.225,0,255,255,40.270,0.645,2.589,0.386,0.842
383,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
384,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
385,62.419,0,255,255,27.368,1.000,1.809,0.553,0.800
386,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
387,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
388,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
389,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
390,124.837,0,255,255,65.749,0.363,1.944,0.514,0.615
391,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
392,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
393,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
394,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
395,62.419,0,255,255,29.258,0.916,2.237,0.447,0.857
396,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
397,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
398,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
399,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
400,83.225,0,255,255,46.721,0.479,1.793,0.558,0.571
401,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
402,52.016,0,255,255,33.036,0.599,5.000,0.200,1.000
403,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
404,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
405,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
406,31.209,0,255,255,24.696,0.643,2.702,0.370,0.667
407,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
408,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
409,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
410,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
411,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
412,124.837,0,255,255,70.310,0.317,1.671,0.599,0.444
413,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
414,31.209,0,255,255,18.246,1.000,1.464,0.683,0.857
415,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
416,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
417,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
418,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
419,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
420,41.612,0,255,255,18.246,1.000,1.000,1.000,1.000
421,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
422,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
423,62.419,0,255,255,33.819,0.686,2.778,0.360,0.706
424,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
425,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
426,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
427,104.031,0,255,255,49.393,0.536,2.317,0.432,0.588
428,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
429,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
430,20.806,0,255,255,13.684,1.000,2.000,0.500,1.000
431,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
432,10.403,0,255,255,9.123,1.000,1.000,1.000,1.000
433,52.016,0,255,255,33.819,0.572,3.211,0.311,0.625
434,20.806,0,255,255,15.574,1.000,2.000,0.500,1.000
435,41.612,0,255,255,31.147,0.539,3.493,0.286,0.667
