 ,Area,StdDev,Min,Max,Perim.,Circ.,AR,Round,Solidity
52,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
53,114.917,0,255,255,36.400,1.000,1.184,0.845,0.929
54,119.337,0,255,255,38.141,1.000,1.207,0.829,0.885
55,92.818,0,255,255,33.936,1.000,1.096,0.913,0.857
56,66.298,0,255,255,42.856,0.454,1.657,0.604,0.698
57,97.238,0,255,255,35.168,0.988,1.113,0.898,0.880
58,106.077,0,255,255,35.168,1.000,1.214,0.824,0.889
59,119.337,0,255,255,38.141,1.000,1.207,0.829,0.885
60,128.177,0,255,255,39.373,1.000,1.161,0.861,0.906
61,92.818,0,255,255,36.910,0.856,1.245,0.803,0.824
62,110.497,0,255,255,35.678,1.000,1.082,0.925,0.862
63,114.917,0,255,255,36.910,1.000,1.131,0.884,0.881
64,92.818,0,255,255,33.426,1.000,1.182,0.846,0.913
65,101.657,0,255,255,35.168,1.000,1.132,0.884,0.885
66,92.818,0,255,255,33.426,1.000,1.062,0.942,0.913
67,101.657,0,255,255,36.910,0.938,1.140,0.877,0.821
68,106.077,0,255,255,36.400,1.000,1.103,0.907,0.906
69,110.497,0,255,255,36.400,1.000,1.294,0.773,0.909
70,128.177,0,255,255,39.373,1.000,1.182,0.846,0.906
71,119.337,0,255,255,39.373,0.967,1.276,0.784,0.885
72,106.077,0,255,255,36.400,1.000,1.103,0.907,0.906
73,106.077,0,255,255,36.910,0.978,1.064,0.940,0.842
74,106.077,0,255,255,37.631,0.941,1.097,0.911,0.889
75,75.138,0,255,255,33.426,0.845,1.335,0.749,0.895
76,101.657,0,255,255,38.141,0.878,1.150,0.870,0.868
77,123.757,0,255,255,38.141,1.000,1.092,0.916,0.903
78,79.558,0,255,255,33.936,0.868,1.150,0.870,0.800
79,123.757,0,255,255,39.883,0.978,1.190,0.841,0.836
80,101.657,0,255,255,35.168,1.000,1.132,0.884,0.885
81,83.978,0,255,255,31.685,1.000,1.273,0.785,0.974
82,66.298,0,255,255,30.453,0.898,1.410,0.709,0.857
83,101.657,0,255,255,35.168,1.000,1.182,0.846,0.885
84,97.238,0,255,255,34.658,1.000,1.288,0.776,0.936
85,83.978,0,255,255,32.195,1.000,1.044,0.958,0.884
86,97.238,0,255,255,33.426,1.000,1.101,0.908,0.936
87,79.558,0,255,255,30.453,1.000,1.218,0.821,0.947
88,101.657,0,255,255,35.168,1.000,1.132,0.884,0.885
89,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
90,132.597,0,255,255,39.883,1.000,1.118,0.894,0.882
91,88.398,0,255,255,33.936,0.965,1.194,0.837,0.833
92,128.177,0,255,255,39.373,1.000,1.076,0.929,0.906
93,92.818,0,255,255,33.426,1.000,1.475,0.678,0.933
94,83.978,0,255,255,35.168,0.853,1.134,0.882,0.809
95,75.138,0,255,255,30.963,0.985,1.138,0.878,0.829
96,132.597,0,255,255,39.373,1.000,1.116,0.896,0.923
97,97.238,0,255,255,33.426,1.000,1.101,0.908,0.936
98,119.337,0,255,255,38.141,1.000,1.092,0.916,0.885
99,83.978,0,255,255,30.963,1.000,1.161,0.861,0.884
100,106.077,0,255,255,36.400,1.000,1.143,0.875,0.906
101,92.818,0,255,255,33.936,1.000,1.116,0.896,0.857
102,101.657,0,255,255,36.400,0.964,1.391,0.719,0.885
103,106.077,0,255,255,36.400,1.000,1.210,0.827,0.906
104,101.657,0,255,255,35.678,1.000,1.163,0.860,0.821
105,106.077,0,255,255,36.400,1.000,1.345,0.743,0.906
106,220.994,0,255,255,74.031,0.507,2.420,0.413,0.694
107,39.779,0,255,255,28.712,0.606,2.779,0.360,0.857
108,97.238,0,255,255,34.658,1.000,1.288,0.776,0.936
109,106.077,0,255,255,36.400,1.000,1.395,0.717,0.906
110,97.238,0,255,255,35.168,0.988,1.059,0.944,0.863
111,141.436,0,255,255,42.346,0.991,1.278,0.782,0.889
112,79.558,0,255,255,32.195,0.965,1.068,0.937,0.857
113,119.337,0,255,255,37.631,1.000,1.210,0.826,0.947
114,39.779,0,255,255,22.044,1.000,1.340,0.746,0.857
115,128.177,0,255,255,39.373,1.000,1.182,0.846,0.906
116,92.818,0,255,255,33.936,1.000,1.089,0.918,0.840
117,97.238,0,255,255,33.936,1.000,1.361,0.735,0.880
118,114.917,0,255,255,36.400,1.000,1.203,0.831,0.929
119,92.818,0,255,255,34.658,0.971,1.159,0.862,0.913
120,114.917,0,255,255,39.373,0.932,1.093,0.915,0.852
121,114.917,0,255,255,38.141,0.993,1.081,0.925,0.867
122,114.917,0,255,255,38.141,0.993,1.271,0.787,0.881
123,110.497,0,255,255,36.910,1.000,1.181,0.846,0.862
124,92.818,0,255,255,35.168,0.943,1.245,0.803,0.840
125,110.497,0,255,255,36.400,1.000,1.147,0.872,0.909
126,88.398,0,255,255,33.426,0.994,1.237,0.808,0.889
127,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
128,123.757,0,255,255,39.373,1.000,1.146,0.872,0.903
129,88.398,0,255,255,33.936,0.965,1.154,0.867,0.816
130,137.017,0,255,255,42.346,0.960,1.140,0.877,0.873
131,128.177,0,255,255,40.604,0.977,1.266,0.790,0.906
132,101.657,0,255,255,36.400,0.964,1.149,0.870,0.902
133,101.657,0,255,255,35.168,1.000,1.182,0.846,0.885
134,132.597,0,255,255,42.346,0.929,1.195,0.837,0.857
135,114.917,0,255,255,38.141,0.993,1.349,0.742,0.881
136,75.138,0,255,255,29.222,1.000,1.263,0.792,0.919
137,114.917,0,255,255,39.373,0.932,1.135,0.881,0.852
138,110.497,0,255,255,36.910,1.000,1.067,0.937,0.847
139,97.238,0,255,255,35.168,0.988,1.258,0.795,0.863
140,83.978,0,255,255,33.936,0.916,1.190,0.840,0.826
141,110.497,0,255,255,36.400,1.000,1.289,0.776,0.909
142,110.497,0,255,255,36.400,1.000,1.230,0.813,0.909
143,137.017,0,255,255,41.836,0.984,1.072,0.933,0.925
144,101.657,0,255,255,34.658,1.000,1.008,0.992,0.958
145,119.337,0,255,255,38.141,1.000,1.092,0.916,0.885
146,83.978,0,255,255,32.195,1.000,1.179,0.848,0.864
147,83.978,0,255,255,31.685,1.000,1.273,0.785,0.974
148,123.757,0,255,255,39.883,0.978,1.123,0.891,0.848
149,137.017,0,255,255,41.114,1.000,1.248,0.801,0.886
150,97.238,0,255,255,33.426,1.000,1.101,0.908,0.936
151,70.718,0,255,255,37.631,0.628,1.265,0.791,0.842
152,92.818,0,255,255,34.658,0.971,1.032,0.969,0.913
153,88.398,0,255,255,32.195,1.000,1.038,0.963,0.909
154,97.238,0,255,255,34.658,1.000,1.288,0.776,0.936
155,13.260,0,255,255,14.356,0.809,3.000,0.333,1.000
156,44.199,0,255,255,23.785,0.982,1.316,0.760,0.769
157,110.497,0,255,255,36.910,1.000,1.181,0.846,0.862
158,79.558,0,255,255,30.453,1.000,1.218,0.821,0.947
159,114.917,0,255,255,36.400,1.000,1.184,0.845,0.929
160,132.597,0,255,255,39.373,1.000,1.116,0.896,0.923
161,123.757,0,255,255,39.373,1.000,1.112,0.899,0.903
162,101.657,0,255,255,35.168,1.000,1.182,0.846,0.885
163,106.077,0,255,255,36.400,1.000,1.210,0.827,0.906
164,92.818,0,255,255,35.168,0.943,1.249,0.801,0.840
165,92.818,0,255,255,35.168,0.943,1.464,0.683,0.857
166,119.337,0,255,255,38.141,1.000,1.092,0.916,0.885
167,92.818,0,255,255,33.426,1.000,1.062,0.942,0.913
168,119.337,0,255,255,38.141,1.000,1.059,0.945,0.885
169,110.497,0,255,255,36.400,1.000,1.147,0.872,0.909
170,97.238,0,255,255,33.936,1.000,1.216,0.822,0.863
171,238.674,0,255,255,78.745,0.484,2.493,0.401,0.720
172,110.497,0,255,255,36.910,1.000,1.126,0.888,0.862
173,101.657,0,255,255,35.168,1.000,1.227,0.815,0.902
174,61.878,0,255,255,30.963,0.811,1.120,0.893,0.757
175,110.497,0,255,255,36.400,1.000,1.293,0.773,0.926
176,83.978,0,255,255,32.195,1.000,1.343,0.744,0.884
177,106.077,0,255,255,38.141,0.916,1.156,0.865,0.828
178,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
179,106.077,0,255,255,36.400,1.000,1.214,0.824,0.889
180,79.558,0,255,255,30.963,1.000,1.130,0.885,0.857
181,39.779,0,255,255,22.044,1.000,1.340,0.746,0.857
182,92.818,0,255,255,33.426,1.000,1.475,0.678,0.933
183,70.718,0,255,255,29.222,1.000,1.234,0.810,0.889
184,92.818,0,255,255,32.195,1.000,1.182,0.846,0.913
185,106.077,0,255,255,36.400,1.000,1.210,0.827,0.906
186,110.497,0,255,255,37.631,0.981,1.122,0.891,0.926
187,92.818,0,255,255,35.168,0.943,1.311,0.763,0.875
188,83.978,0,255,255,33.426,0.944,1.499,0.667,0.905
189,83.978,0,255,255,33.936,0.916,1.098,0.910,0.864
190,88.398,0,255,255,36.400,0.838,1.232,0.812,0.870
191,61.878,0,255,255,27.990,0.993,1.127,0.887,0.824
192,110.497,0,255,255,36.910,1.000,1.126,0.888,0.862
193,83.978,0,255,255,30.963,1.000,1.161,0.861,0.884
194,92.818,0,255,255,33.426,1.000,1.062,0.942,0.913
195,13.260,0,255,255,14.356,0.809,3.000,0.333,1.000
196,97.238,0,255,255,36.910,0.897,1.232,0.812,0.846
197,97.238,0,255,255,33.426,1.000,1.101,0.908,0.936
198,114.917,0,255,255,39.373,0.932,1.287,0.777,0.852
199,114.917,0,255,255,38.141,0.993,1.087,0.920,0.867
200,79.558,0,255,255,31.685,0.996,1.254,0.798,0.947
201,110.497,0,255,255,37.631,0.981,1.294,0.773,0.909
202,75.138,0,255,255,30.963,0.985,1.209,0.827,0.829
203,92.818,0,255,255,33.426,1.000,1.147,0.872,0.933
204,114.917,0,255,255,39.373,0.932,1.192,0.839,0.867
205,106.077,0,255,255,36.400,1.000,1.076,0.929,0.889
206,61.878,0,255,255,26.759,1.000,1.264,0.791,0.848
207,106.077,0,255,255,36.400,1.000,1.395,0.717,0.906
208,70.718,0,255,255,33.936,0.772,1.578,0.634,0.780
209,101.657,0,255,255,34.658,1.000,1.202,0.832,0.958
210,88.398,0,255,255,32.195,1.000,1.282,0.780,0.909
211,97.238,0,255,255,33.426,1.000,1.101,0.908,0.936
212,110.497,0,255,255,36.910,1.000,1.181,0.846,0.862
213,88.398,0,255,255,32.916,1.000,1.250,0.800,1.000
214,79.558,0,255,255,30.453,1.000,1.248,0.801,0.947
215,79.558,0,255,255,30.963,1.000,1.130,0.885,0.857
216,97.238,0,255,255,33.426,1.000,1.101,0.908,0.936
217,106.077,0,255,255,36.910,0.978,1.092,0.916,0.857
218,101.657,0,255,255,34.658,1.000,1.202,0.832,0.958
219,123.757,0,255,255,39.373,1.000,1.239,0.807,0.889
220,119.337,0,255,255,38.141,1.000,1.059,0.945,0.885
221,101.657,0,255,255,35.168,1.000,1.132,0.884,0.885
222,110.497,0,255,255,36.400,1.000,1.293,0.773,0.926
223,88.398,0,255,255,32.195,1.000,1.282,0.780,0.909
224,119.337,0,255,255,38.141,1.000,1.059,0.945,0.885
225,101.657,0,255,255,36.400,0.964,1.126,0.888,0.868
226,39.779,0,255,255,23.785,0.884,1.158,0.864,0.750
227,97.238,0,255,255,36.910,0.897,1.116,0.896,0.800
228,106.077,0,255,255,36.400,1.000,1.076,0.929,0.889
229,57.459,0,255,255,25.017,1.000,1.159,0.863,0.897
230,88.398,0,255,255,32.195,1.000,1.282,0.780,0.909
231,88.398,0,255,255,33.426,0.994,1.237,0.808,0.889
232,110.497,0,255,255,36.910,1.000,1.181,0.846,0.862
233,119.337,0,255,255,39.373,0.967,1.077,0.929,0.871
234,97.238,0,255,255,33.426,1.000,1.101,0.908,0.936
235,119.337,0,255,255,39.373,0.967,1.050,0.952,0.885
236,88.398,0,255,255,32.195,1.000,1.083,0.923,0.889
237,75.138,0,255,255,30.453,1.000,1.336,0.749,0.919
238,75.138,0,255,255,29.222,1.000,1.263,0.792,0.919
239,79.558,0,255,255,30.963,1.000,1.130,0.885,0.857
240,101.657,0,255,255,35.168,1.000,1.063,0.941,0.868
241,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
242,123.757,0,255,255,41.114,0.920,1.267,0.789,0.836
243,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
244,88.398,0,255,255,32.195,1.000,1.165,0.858,0.889
245,92.818,0,255,255,38.141,0.802,1.225,0.816,0.824
246,48.619,0,255,255,26.248,0.887,1.454,0.688,0.846
247,110.497,0,255,255,36.910,1.000,1.185,0.844,0.862
248,66.298,0,255,255,29.222,0.976,1.270,0.788,0.857
249,97.238,0,255,255,34.658,1.000,1.288,0.776,0.936
250,97.238,0,255,255,35.168,0.988,1.249,0.800,0.863
251,101.657,0,255,255,38.141,0.878,1.242,0.805,0.836
252,92.818,0,255,255,36.910,0.856,1.325,0.755,0.808
253,97.238,0,255,255,35.168,0.988,1.311,0.763,0.880
254,70.718,0,255,255,30.963,0.927,1.049,0.953,0.800
255,61.878,0,255,255,27.990,0.993,1.468,0.681,0.848
256,238.674,0,255,255,78.745,0.484,2.475,0.404,0.688
257,97.238,0,255,255,34.658,1.000,1.288,0.776,0.936
258,97.238,0,255,255,35.168,0.988,1.216,0.822,0.863
259,70.718,0,255,255,30.453,0.958,1.153,0.868,0.889
260,119.337,0,255,255,39.883,0.943,1.305,0.766,0.831
261,53.039,0,255,255,24.507,1.000,1.333,0.750,1.000
262,79.558,0,255,255,31.685,0.996,1.372,0.729,0.947
263,61.878,0,255,255,26.248,1.000,1.319,0.758,0.933
264,88.398,0,255,255,36.400,0.838,1.103,0.907,0.870
265,132.597,0,255,255,41.114,0.986,1.282,0.780,0.870
266,97.238,0,255,255,35.168,0.988,1.276,0.784,0.863
267,92.818,0,255,255,33.936,1.000,1.241,0.806,0.840
268,83.978,0,255,255,35.168,0.853,1.214,0.824,0.844
269,75.138,0,255,255,32.195,0.911,1.272,0.786,0.810
270,114.917,0,255,255,38.141,0.993,1.093,0.915,0.867
271,97.238,0,255,255,34.658,1.000,1.083,0.923,0.936
272,114.917,0,255,255,38.141,0.993,1.115,0.897,0.867
273,101.657,0,255,255,36.400,0.964,1.130,0.885,0.868
274,106.077,0,255,255,36.400,1.000,1.103,0.907,0.906
275,132.597,0,255,255,39.883,1.000,1.093,0.915,0.870
276,83.978,0,255,255,32.195,1.000,1.343,0.744,0.884
277,66.298,0,255,255,27.990,1.000,1.127,0.887,0.857
278,88.398,0,255,255,33.936,0.965,1.203,0.831,0.851
279,106.077,0,255,255,36.400,1.000,1.103,0.907,0.906
280,79.558,0,255,255,32.195,0.965,1.276,0.784,0.857
281,61.878,0,255,255,27.990,0.993,1.604,0.623,0.848
282,79.558,0,255,255,33.426,0.895,1.329,0.753,0.923
283,145.856,0,255,255,42.346,1.000,1.211,0.825,0.904
284,101.657,0,255,255,35.168,1.000,1.314,0.761,0.885
285,22.099,0,255,255,22.044,0.572,1.064,0.940,0.667
286,110.497,0,255,255,38.141,0.954,1.023,0.978,0.847
287,114.917,0,255,255,38.141,0.993,1.268,0.788,0.867
288,97.238,0,255,255,35.168,0.988,1.156,0.865,0.863
289,101.657,0,255,255,34.658,1.000,1.202,0.832,0.958
290,75.138,0,255,255,32.705,0.883,1.268,0.788,0.810
291,123.757,0,255,255,38.141,1.000,1.263,0.792,0.903
292,106.077,0,255,255,36.400,1.000,1.144,0.874,0.889
293,101.657,0,255,255,36.910,0.938,1.101,0.908,0.821
294,101.657,0,255,255,35.168,1.000,1.132,0.884,0.885
295,110.497,0,255,255,36.400,1.000,1.293,0.773,0.926
296,119.337,0,255,255,39.373,0.967,1.062,0.941,0.871
297,97.238,0,255,255,35.168,0.988,1.170,0.854,0.863
298,101.657,0,255,255,36.400,0.964,1.149,0.870,0.885
299,88.398,0,255,255,33.426,0.994,1.142,0.876,0.889
300,114.917,0,255,255,38.141,0.993,1.110,0.901,0.852
301,35.359,0,255,255,22.044,0.914,1.989,0.503,0.800
302,123.757,0,255,255,39.373,1.000,1.144,0.874,0.889
303,92.818,0,255,255,32.195,1.000,1.000,1.000,0.913
304,83.978,0,255,255,32.195,1.000,1.380,0.725,0.884
305,110.497,0,255,255,39.373,0.896,1.154,0.867,0.833
306,79.558,0,255,255,30.453,1.000,1.248,0.801,0.947
307,70.718,0,255,255,33.936,0.772,1.691,0.591,0.800
308,97.238,0,255,255,33.426,1.000,1.101,0.908,0.936
309,61.878,0,255,255,27.990,0.993,1.563,0.640,0.848
310,110.497,0,255,255,36.910,1.000,1.181,0.846,0.862
311,92.818,0,255,255,33.936,1.000,1.116,0.896,0.857
312,114.917,0,255,255,36.910,1.000,1.097,0.912,0.867
313,92.818,0,255,255,35.168,0.943,1.306,0.766,0.857
314,92.818,0,255,255,35.168,0.943,1.322,0.757,0.840
315,70.718,0,255,255,30.963,0.927,1.384,0.722,0.842
316,88.398,0,255,255,33.426,0.994,1.281,0.781,0.889
317,119.337,0,255,255,36.910,1.000,1.316,0.760,0.885
318,114.917,0,255,255,36.910,1.000,1.131,0.884,0.881
319,92.818,0,255,255,33.426,1.000,1.062,0.942,0.913
320,114.917,0,255,255,38.141,0.993,1.051,0.951,0.867
321,88.398,0,255,255,33.936,0.965,1.360,0.735,0.833
322,83.978,0,255,255,32.195,1.000,1.083,0.923,0.884
323,75.138,0,255,255,33.936,0.820,1.267,0.789,0.810
324,123.757,0,255,255,41.114,0.920,1.083,0.924,0.875
325,106.077,0,255,255,36.400,1.000,1.210,0.827,0.906
326,119.337,0,255,255,38.141,1.000,1.092,0.916,0.885
327,13.260,0,255,255,14.356,0.809,3.000,0.333,1.000
328,79.558,0,255,255,30.453,1.000,1.248,0.801,0.947
329,119.337,0,255,255,38.141,1.000,1.073,0.932,0.885
330,123.757,0,255,255,41.114,0.920,1.173,0.853,0.836
331,61.878,0,255,255,32.195,0.750,1.134,0.882,0.800
332,97.238,0,255,255,36.910,0.897,1.184,0.845,0.800
333,132.597,0,255,255,39.373,1.000,1.167,0.857,0.909
334,106.077,0,255,255,35.678,1.000,1.156,0.865,0.842
335,92.818,0,255,255,34.658,0.971,1.130,0.885,0.913
336,128.177,0,255,255,38.141,1.000,1.076,0.929,0.906
337,132.597,0,255,255,41.114,0.986,1.054,0.949,0.870
338,114.917,0,255,255,39.373,0.932,1.192,0.839,0.867
339,75.138,0,255,255,30.963,0.985,1.250,0.800,0.829
340,70.718,0,255,255,35.168,0.719,1.052,0.950,0.762
341,110.497,0,255,255,36.400,1.000,1.230,0.813,0.909
342,101.657,0,255,255,34.658,1.000,1.008,0.992,0.958
343,83.978,0,255,255,32.195,1.000,1.121,0.892,0.864
344,92.818,0,255,255,35.678,0.916,1.089,0.918,0.792
345,92.818,0,255,255,34.658,0.971,1.369,0.731,0.933
346,123.757,0,255,255,39.373,1.000,1.292,0.774,0.903
347,88.398,0,255,255,32.195,1.000,1.083,0.923,0.889
348,88.398,0,255,255,32.195,1.000,1.083,0.923,0.889
349,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
350,106.077,0,255,255,35.168,1.000,1.214,0.824,0.889
351,61.878,0,255,255,29.222,0.911,1.471,0.680,0.848
352,132.597,0,255,255,39.373,1.000,1.116,0.896,0.923
353,106.077,0,255,255,36.400,1.000,1.076,0.929,0.889
354,119.337,0,255,255,36.910,1.000,1.059,0.945,0.885
355,92.818,0,255,255,32.195,1.000,1.000,1.000,0.913
356,97.238,0,255,255,35.168,0.988,1.156,0.865,0.863
357,137.017,0,255,255,42.346,0.960,1.158,0.863,0.873
358,79.558,0,255,255,30.963,1.000,1.130,0.885,0.857
359,128.177,0,255,255,40.604,0.977,1.018,0.982,0.906
360,119.337,0,255,255,38.141,1.000,1.059,0.945,0.885
361,92.818,0,255,255,32.195,1.000,1.000,1.000,0.913
362,119.337,0,255,255,39.373,0.967,1.156,0.865,0.871
363,88.398,0,255,255,32.195,1.000,1.083,0.923,0.889
364,97.238,0,255,255,38.141,0.840,1.211,0.826,0.846
365,101.657,0,255,255,34.658,1.000,1.008,0.992,0.958
366,35.359,0,255,255,24.507,0.740,2.232,0.448,0.889
367,110.497,0,255,255,36.400,1.000,1.147,0.872,0.909
368,79.558,0,255,255,35.678,0.785,1.323,0.756,0.783
369,79.558,0,255,255,32.195,0.965,1.103,0.906,0.857
370,106.077,0,255,255,36.400,1.000,1.076,0.929,0.889
371,101.657,0,255,255,34.658,1.000,1.008,0.992,0.958
372,88.398,0,255,255,30.963,1.000,1.083,0.923,0.889
373,132.597,0,255,255,41.114,0.986,1.238,0.808,0.870
374,97.238,0,255,255,36.400,0.922,1.240,0.807,0.863
375,57.459,0,255,255,25.017,1.000,1.159,0.863,0.897
376,44.199,0,255,255,25.017,0.887,1.090,0.917,0.800
377,101.657,0,255,255,35.168,1.000,1.132,0.884,0.885
378,83.978,0,255,255,35.168,0.853,1.288,0.776,0.864
379,75.138,0,255,255,30.453,1.000,1.134,0.882,0.919
380,123.757,0,255,255,39.883,0.978,1.007,0.993,0.848
381,79.558,0,255,255,35.168,0.808,1.562,0.640,0.818
382,75.138,0,255,255,33.936,0.820,1.463,0.683,0.810
383,97.238,0,255,255,35.168,0.988,1.059,0.944,0.863
384,92.818,0,255,255,33.936,1.000,1.272,0.786,0.857
385,88.398,0,255,255,34.658,0.925,1.619,0.618,0.909
386,79.558,0,255,255,33.936,0.868,1.432,0.698,0.783
387,44.199,0,255,255,25.017,0.887,1.401,0.714,0.870
388,88.398,0,255,255,32.195,1.000,1.282,0.780,0.909
389,75.138,0,255,255,29.222,1.000,1.263,0.792,0.919
390,57.459,0,255,255,27.480,0.956,1.551,0.645,0.929
391,88.398,0,255,255,33.426,0.994,1.136,0.880,0.889
392,44.199,0,255,255,25.017,0.887,1.469,0.681,0.870
393,75.138,0,255,255,30.963,0.985,1.613,0.620,0.850
394,101.657,0,255,255,36.400,0.964,1.091,0.916,0.868
395,132.597,0,255,255,41.114,0.986,1.361,0.735,0.882
396,234.254,0,255,255,75.772,0.513,2.511,0.398,0.711
397,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
398,106.077,0,255,255,36.910,0.978,1.257,0.795,0.842
399,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
400,128.177,0,255,255,39.373,1.000,1.084,0.922,0.921
401,92.818,0,255,255,35.168,0.943,1.217,0.822,0.857
402,101.657,0,255,255,35.168,1.000,1.311,0.763,0.885
403,110.497,0,255,255,36.910,1.000,1.138,0.879,0.847
404,119.337,0,255,255,38.141,1.000,1.046,0.956,0.885
405,119.337,0,255,255,38.141,1.000,1.316,0.760,0.885
406,79.558,0,255,255,30.963,1.000,1.094,0.914,0.857
407,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
408,88.398,0,255,255,32.195,1.000,1.083,0.923,0.889
409,97.238,0,255,255,38.141,0.840,1.211,0.826,0.846
410,39.779,0,255,255,24.507,0.832,2.386,0.419,0.947
411,114.917,0,255,255,36.400,1.000,1.184,0.845,0.929
412,114.917,0,255,255,38.141,0.993,1.235,0.810,0.881
413,119.337,0,255,255,37.631,1.000,1.210,0.826,0.947
414,83.978,0,255,255,32.195,1.000,1.186,0.843,0.864
415,92.818,0,255,255,33.426,1.000,1.475,0.678,0.933
416,110.497,0,255,255,36.400,1.000,1.147,0.872,0.909
417,30.939,0,255,255,17.839,1.000,1.596,0.626,0.875
418,83.978,0,255,255,33.426,0.944,1.509,0.663,0.884
419,110.497,0,255,255,36.910,1.000,1.181,0.846,0.862
420,97.238,0,255,255,34.658,1.000,1.083,0.923,0.936
421,97.238,0,255,255,35.168,0.988,1.345,0.744,0.863
422,101.657,0,255,255,35.168,1.000,1.132,0.884,0.885
423,106.077,0,255,255,35.168,1.000,1.222,0.818,0.906
424,97.238,0,255,255,35.168,0.988,1.399,0.715,0.863
425,79.558,0,255,255,32.195,0.965,1.137,0.879,0.878
426,128.177,0,255,255,40.604,0.977,1.061,0.943,0.892
427,70.718,0,255,255,30.453,0.958,1.931,0.518,0.941
428,88.398,0,255,255,33.936,0.965,1.203,0.831,0.833
429,110.497,0,255,255,36.400,1.000,1.230,0.813,0.909
430,106.077,0,255,255,36.400,1.000,1.103,0.907,0.906
431,128.177,0,255,255,39.373,1.000,1.076,0.929,0.906
432,119.337,0,255,255,37.631,1.000,1.210,0.826,0.947
433,101.657,0,255,255,35.168,1.000,1.182,0.846,0.885
434,106.077,0,255,255,36.400,1.000,1.345,0.743,0.906
435,132.597,0,255,255,39.373,1.000,1.167,0.857,0.909
